,Unnamed: 0,pin average impedances 10044,cartridge_to_cartridge_pin_variation 10044,pin average impedances 00000004,cartridge_to_cartridge_pin_variation 00000004,pin average impedances 10045,cartridge_to_cartridge_pin_variation 10045,pin average impedances 47,cartridge_to_cartridge_pin_variation 47,Lower Bound 10044,Lower Bound 00000004,Lower Bound 10045,Lower Bound 47,Average Trial 6391.csv,Lower Bounds Failure 6391.csv,Z score 6391.csv,Failed Pins 6391.csv,Average Trial 6407.csv,Lower Bounds Failure 6407.csv,Z score 6407.csv,Failed Pins 6407.csv,Average Trial 6530.csv,Lower Bounds Failure 6530.csv,Z score 6530.csv,Failed Pins 6530.csv,Average Trial 6387.csv,Lower Bounds Failure 6387.csv,Z score 6387.csv,Failed Pins 6387.csv,Average Trial 6450.csv,Lower Bounds Failure 6450.csv,Z score 6450.csv,Failed Pins 6450.csv,Average Trial 6419.csv,Lower Bounds Failure 6419.csv,Z score 6419.csv,Failed Pins 6419.csv,Average Trial 6432.csv,Lower Bounds Failure 6432.csv,Z score 6432.csv,Failed Pins 6432.csv,Average Trial 6434.csv,Lower Bounds Failure 6434.csv,Z score 6434.csv,Failed Pins 6434.csv,Average Trial 6441.csv,Lower Bounds Failure 6441.csv,Z score 6441.csv,Failed Pins 6441.csv,Average Trial 6463.csv,Lower Bounds Failure 6463.csv,Z score 6463.csv,Failed Pins 6463.csv,Average Trial 6504.csv,Lower Bounds Failure 6504.csv,Z score 6504.csv,Failed Pins 6504.csv,Average Trial 6511.csv,Lower Bounds Failure 6511.csv,Z score 6511.csv,Failed Pins 6511.csv,Average Trial results (36).csv,Lower Bounds Failure results (36).csv,Z score results (36).csv,Failed Pins results (36).csv,Average Trial results (38).csv,Lower Bounds Failure results (38).csv,Z score results (38).csv,Failed Pins results (38).csv,Average Trial results (39).csv,Lower Bounds Failure results (39).csv,Z score results (39).csv,Failed Pins results (39).csv,Average Trial results (40).csv,Lower Bounds Failure results (40).csv,Z score results (40).csv,Failed Pins results (40).csv,Average Trial results (42).csv,Lower Bounds Failure results (42).csv,Z score results (42).csv,Failed Pins results (42).csv,Average Trial results (43).csv,Lower Bounds Failure results (43).csv,Z score results (43).csv,Failed Pins results (43).csv,Average Trial results (45).csv,Lower Bounds Failure results (45).csv,Z score results (45).csv,Failed Pins results (45).csv,Average Trial results (51).csv,Lower Bounds Failure results (51).csv,Z score results (51).csv,Failed Pins results (51).csv,Average Trial results (54).csv,Lower Bounds Failure results (54).csv,Z score results (54).csv,Failed Pins results (54).csv,Average Trial results (59).csv,Lower Bounds Failure results (59).csv,Z score results (59).csv,Failed Pins results (59).csv,Average Trial results (63).csv,Lower Bounds Failure results (63).csv,Z score results (63).csv,Failed Pins results (63).csv,Average Trial results (66).csv,Lower Bounds Failure results (66).csv,Z score results (66).csv,Failed Pins results (66).csv,Average Trial results (67).csv,Lower Bounds Failure results (67).csv,Z score results (67).csv,Failed Pins results (67).csv,Average Trial results (68).csv,Lower Bounds Failure results (68).csv,Z score results (68).csv,Failed Pins results (68).csv,Average Trial results (35).csv,Lower Bounds Failure results (35).csv,Z score results (35).csv,Failed Pins results (35).csv,Average Trial results (37).csv,Lower Bounds Failure results (37).csv,Z score results (37).csv,Failed Pins results (37).csv,Average Trial results (41).csv,Lower Bounds Failure results (41).csv,Z score results (41).csv,Failed Pins results (41).csv,Average Trial results (49).csv,Lower Bounds Failure results (49).csv,Z score results (49).csv,Failed Pins results (49).csv,Average Trial results (52).csv,Lower Bounds Failure results (52).csv,Z score results (52).csv,Failed Pins results (52).csv,Average Trial results (53).csv,Lower Bounds Failure results (53).csv,Z score results (53).csv,Failed Pins results (53).csv,Average Trial results (56).csv,Lower Bounds Failure results (56).csv,Z score results (56).csv,Failed Pins results (56).csv,Average Trial results (57).csv,Lower Bounds Failure results (57).csv,Z score results (57).csv,Failed Pins results (57).csv,Average Trial results (60).csv,Lower Bounds Failure results (60).csv,Z score results (60).csv,Failed Pins results (60).csv,Average Trial results (64).csv,Lower Bounds Failure results (64).csv,Z score results (64).csv,Failed Pins results (64).csv,Average Trial results (65).csv,Lower Bounds Failure results (65).csv,Z score results (65).csv,Failed Pins results (65).csv,Average Trial results (69).csv,Lower Bounds Failure results (69).csv,Z score results (69).csv,Failed Pins results (69).csv,Average Trial results (55).csv,Lower Bounds Failure results (55).csv,Z score results (55).csv,Failed Pins results (55).csv,Average Trial results (58).csv,Lower Bounds Failure results (58).csv,Z score results (58).csv,Failed Pins results (58).csv,Average Trial results (61).csv,Lower Bounds Failure results (61).csv,Z score results (61).csv,Failed Pins results (61).csv,Average Trial results (62).csv,Lower Bounds Failure results (62).csv,Z score results (62).csv,Failed Pins results (62).csv,Average Trial results (44).csv,Lower Bounds Failure results (44).csv,Z score results (44).csv,Failed Pins results (44).csv,Average Trial results (46).csv,Lower Bounds Failure results (46).csv,Z score results (46).csv,Failed Pins results (46).csv,Average Trial results (47).csv,Lower Bounds Failure results (47).csv,Z score results (47).csv,Failed Pins results (47).csv,Average Trial results (48).csv,Lower Bounds Failure results (48).csv,Z score results (48).csv,Failed Pins results (48).csv,Average Trial results (50).csv,Lower Bounds Failure results (50).csv,Z score results (50).csv,Failed Pins results (50).csv
25,25,1032.042611,9.374754846,1331.746783,10.5982547,1036.753677,10.24931,1164.175043,11.03610445,938.2950628,1225.764236,934.2605774,1053.813998,3339.890808,FALSE,189.4787474,,1317.11821,FALSE,-1.380281331,,1318.831619,FALSE,-1.218612313,,1024.597282,FALSE,-0.794189178,,1037.636429,FALSE,0.596689478,,1041.330399,FALSE,0.446539444,,1067.09845,FALSE,2.960664897,,1025.770241,FALSE,-1.071626928,,1015.729279,FALSE,-2.051298947,,1043.661285,FALSE,0.673958348,,1017.261543,FALSE,-1.901799643,,1163.365723,FALSE,-0.073333867,,1030.019203,FALSE,-0.215835839,,1026.296204,FALSE,-0.612966178,,1046.422089,FALSE,1.533851028,,1020.004463,FALSE,-1.284102706,,1048.430481,FALSE,1.748085146,,1028.52549,FALSE,-0.375169432,,1046.233261,FALSE,1.5137089,,1033.757019,FALSE,0.182874946,,1024.742836,FALSE,-0.778663057,,1026.718758,FALSE,-0.567892571,,1017.388145,FALSE,-1.563183897,,1028.013428,FALSE,-0.429790815,,1033.567169,FALSE,0.162623765,,1038.478012,FALSE,0.686460705,,1336.685089,FALSE,0.465954661,,1341.1483,FALSE,0.887081647,,1358.274063,FALSE,2.50298572,,1327.342545,FALSE,-0.41556261,,1332.922592,FALSE,0.110943665,,1319.790237,FALSE,-1.128161745,,1325.850433,FALSE,-0.556350999,,1321.384537,FALSE,-0.97773138,,1331.296341,FALSE,-0.042501526,,1333.853073,FALSE,0.198739343,,1317.276627,FALSE,-1.365333893,,1335.137558,FALSE,0.319937116,,1043.333725,FALSE,0.641999082,,1048.463501,FALSE,1.142498725,,1021.58725,FALSE,-1.479751087,,1033.630234,FALSE,-0.30474672,,1182.789139,FALSE,1.686654576,,1156.775238,FALSE,-0.670508758,,1163.365723,FALSE,-0.073333853,,1150.22757,FALSE,-1.263804017,,1167.717545,FALSE,0.320992054,
26,26,432.0286871,11.97526233,764.263951,9.776996037,454.3073511,16.88532126,524.6578354,9.060251615,312.2760638,666.4939906,285.4541385,434.0553192,844.2342453,FALSE,8.179434052,,766.6850281,FALSE,0.247629955,,748.9822235,FALSE,-1.563028911,,418.5638428,FALSE,-1.124388254,,435.5632896,FALSE,0.295158676,,446.8192177,FALSE,-0.443470001,,480.4583244,FALSE,1.548740052,,433.7225304,FALSE,-1.219095594,,428.925396,FALSE,-1.50319646,,453.0353241,FALSE,-0.075333303,,425.8892784,FALSE,-1.683004561,,522.1869812,FALSE,-0.272713639,,427.1323509,FALSE,-0.408870888,,433.5100555,FALSE,0.123702382,,435.4557343,FALSE,0.286177212,,416.7254295,FALSE,-1.277905829,,455.3870201,FALSE,1.950548757,,431.5469246,FALSE,-0.040229806,,439.032692,FALSE,0.584872773,,458.0290375,FALSE,2.171171678,,424.0138817,FALSE,-0.669280151,,424.746788,FALSE,-0.608078457,,419.1582642,FALSE,-1.074750812,,419.8939743,FALSE,-1.013314985,,427.7331047,FALSE,-0.358704657,,436.0363617,FALSE,0.334662784,,781.4275208,FALSE,1.755505444,,772.6999512,FALSE,0.862841731,,775.6726685,FALSE,1.166893945,,754.2416153,FALSE,-1.025093562,,767.7226105,FALSE,0.353754822,,748.1497726,FALSE,-1.648172739,,770.0300369,FALSE,0.589760487,,755.574234,FALSE,-0.888792114,,757.5619125,FALSE,-0.685490556,,766.1948853,FALSE,0.197497704,,753.8868713,FALSE,-1.061377094,,768.0053329,FALSE,0.382671932,,466.7643127,FALSE,0.737739095,,468.7290993,FALSE,0.85409972,,426.4447327,FALSE,-1.650108874,,455.2912598,FALSE,0.058270058,,542.2765427,FALSE,1.944615671,,516.7382507,FALSE,-0.874102066,,522.1869812,FALSE,-0.272713639,,519.4510498,FALSE,-0.574684435,,522.6363525,FALSE,-0.223115531,
27,27,463.6554437,13.08786652,798.5390294,11.47537107,491.7821512,16.85752444,575.2905014,14.20840344,332.7767786,683.7853188,323.2069069,433.206467,908.9435272,FALSE,9.620995883,,797.9679489,FALSE,-0.049765757,,782.6295776,FALSE,-1.38639977,,453.5231705,FALSE,-0.774173029,,464.0666237,FALSE,0.031416881,,483.8808899,FALSE,-0.468708283,,516.4835281,FALSE,1.46530275,,471.8339233,FALSE,-1.183342664,,461.4257851,FALSE,-1.80076062,,488.1188354,FALSE,-0.217310423,,458.2621803,FALSE,-1.988427839,,571.6837234,FALSE,-0.253848223,,455.7985039,FALSE,-0.600322432,,461.3512306,FALSE,-0.176057199,,467.1941376,FALSE,0.270379732,,449.4358902,FALSE,-1.086468411,,488.1190758,FALSE,1.869184103,,462.1503105,FALSE,-0.115002183,,469.6957932,FALSE,0.461522847,,494.8442039,FALSE,2.383028599,,459.0292015,FALSE,-0.353475658,,455.54562,FALSE,-0.619644444,,448.4333191,FALSE,-1.163071508,,453.9506226,FALSE,-0.741512848,,456.0358887,FALSE,-0.582184656,,469.5924149,FALSE,0.453624058,,817.0136566,FALSE,1.609937236,,810.3085709,FALSE,1.025634932,,812.1221161,FALSE,1.183672979,,787.6078262,FALSE,-0.952579498,,800.6880188,FALSE,0.187269705,,781.2913055,FALSE,-1.503021018,,807.0008011,FALSE,0.737385449,,789.6425858,FALSE,-0.77526414,,788.9218979,FALSE,-0.838067152,,797.7319641,FALSE,-0.070330216,,784.4320831,FALSE,-1.22932376,,805.7075272,FALSE,0.624685483,,509.1789017,FALSE,1.03198726,,504.1848373,FALSE,0.735735912,,466.0144119,FALSE,-1.528560103,,487.7504539,FALSE,-0.239163069,,602.0089035,FALSE,1.880464769,,563.8873367,FALSE,-0.802564815,,571.6837235,FALSE,-0.253848222,,562.9580154,FALSE,-0.867971269,,575.9145279,FALSE,0.043919536,
28,28,449.5537344,8.65557211,801.0748698,9.749985102,465.5293274,11.27365973,557.4969742,15.11710492,362.9980133,703.5750188,352.7927301,406.325925,931.8954849,FALSE,13.41751949,,790.8977051,FALSE,-1.04381336,,793.7102127,FALSE,-0.755350599,,436.5764465,FALSE,-1.49929868,,447.7788162,FALSE,-0.205060755,,459.760067,FALSE,-0.511746899,,135.3409195,TRUE,-29.28848446,,451.2522926,FALSE,-1.266406393,,446.2880974,FALSE,-1.706742129,,472.0236816,FALSE,0.576064419,,437.2226181,FALSE,-2.510871355,,553.8937988,FALSE,-0.238350886,,444.263092,FALSE,-0.611241205,,454.8157043,FALSE,0.607928616,,450.7549515,FALSE,0.138779631,,437.9869003,FALSE,-1.336345408,,459.928051,FALSE,1.198570873,,452.2207146,FALSE,0.308122925,,457.6952095,FALSE,0.940605084,,467.5461388,FALSE,2.0787077,,447.6566772,FALSE,-0.219171778,,442.0655136,FALSE,-0.865132965,,434.8017693,FALSE,-1.704331606,,441.4645348,FALSE,-0.934565562,,449.7702065,FALSE,0.025009564,,452.7828178,FALSE,0.373064129,,817.0037766,FALSE,1.633736523,,812.4550552,FALSE,1.167200291,,817.1171036,FALSE,1.645359825,,789.4277344,FALSE,-1.194579817,,796.5694809,FALSE,-0.462091875,,787.9580765,FALSE,-1.345314191,,803.9847412,FALSE,0.298448807,,798.6200562,FALSE,-0.251776143,,791.8450851,FALSE,-0.946646026,,799.5656128,FALSE,-0.154795826,,793.5643845,FALSE,-0.770307365,,804.7873306,FALSE,0.380765796,,475.2287369,FALSE,0.860360319,,468.8967781,FALSE,0.298700759,,446.3944702,FALSE,-1.697306609,,471.5973244,FALSE,0.538245532,,586.7182007,FALSE,1.932990917,,543.8126755,FALSE,-0.905219536,,553.8937988,FALSE,-0.238350886,,548.5886612,FALSE,-0.589286972,,554.4715347,FALSE,-0.200133522,
29,29,468.1672802,10.39254223,806.6283372,11.14130474,489.3624077,15.1764585,562.8933167,12.09996598,364.2418579,695.2152898,337.5978226,441.8936568,898.864769,FALSE,8.278781874,,799.7040863,FALSE,-0.621493719,,794.4621658,FALSE,-1.091988028,,455.6144295,FALSE,-1.207871034,,466.5378418,FALSE,-0.156789202,,482.3097115,FALSE,-0.464712912,,517.0005836,FALSE,1.821121572,,469.3869705,FALSE,-1.316212024,,469.8248749,FALSE,-1.287357838,,544.4307823,FALSE,3.628539202,,464.4292831,FALSE,-1.642881607,,560.7602005,FALSE,-0.176291087,,465.6082764,FALSE,-0.246234634,,470.6714897,FALSE,0.240962169,,468.1943245,FALSE,0.002602279,,451.8833008,FALSE,-1.566890859,,483.1179924,FALSE,1.438600092,,468.8269463,FALSE,0.063474946,,472.8346787,FALSE,0.449110367,,489.5241623,FALSE,2.055019997,,464.5979881,FALSE,-0.343447444,,459.9778061,FALSE,-0.788014514,,452.4042778,FALSE,-1.516760967,,460.888607,FALSE,-0.700374655,,465.6241913,FALSE,-0.244703255,,480.1878815,FALSE,1.156656477,,818.5410843,FALSE,1.06924165,,817.0245209,FALSE,0.933120841,,825.8651505,FALSE,1.726621224,,792.477417,FALSE,-1.270131332,,806.8389664,FALSE,0.018905249,,792.5173264,FALSE,-1.266549223,,809.5403061,FALSE,0.261366952,,799.4109268,FALSE,-0.647806569,,798.356514,FALSE,-0.742446548,,808.5205383,FALSE,0.169836581,,792.3092957,FALSE,-1.285221247,,818.1380005,FALSE,1.033062422,,501.658741,FALSE,0.810224158,,495.2755241,FALSE,0.389624263,,463.3854752,FALSE,-1.711659708,,497.1298904,FALSE,0.511811287,,586.3671951,FALSE,1.939995411,,551.9157791,FALSE,-0.907237058,,560.7602005,FALSE,-0.176291086,,556.6467667,FALSE,-0.516245252,,558.7766418,FALSE,-0.340222015,
30,30,426.623758,10.10384256,768.194809,8.836635198,446.8520241,11.97798492,538.4519669,16.89252523,325.5853325,679.828457,327.0721748,369.5267146,483.3786583,TRUE,-32.23128988,,757.0692444,FALSE,-1.259027257,,754.7909622,FALSE,-1.51684962,,411.1794662,FALSE,-1.52855626,,423.4485359,FALSE,-0.314258868,,441.5929146,FALSE,-0.439064628,,510.9010124,FALSE,5.34722566,,432.4100723,FALSE,-1.205707959,,426.4096718,FALSE,-1.706660379,,448.3416481,FALSE,0.124363491,,420.4512291,FALSE,-2.204109886,,533.9257507,FALSE,-0.267941948,,419.7819519,FALSE,-0.677148926,,433.502018,FALSE,0.68075684,,424.5692406,FALSE,-0.203340211,,412.8426514,FALSE,-1.363947092,,442.6310272,FALSE,1.584275397,,427.6973686,FALSE,0.106257651,,432.1666832,FALSE,0.548595757,,447.3176384,FALSE,2.048119835,,424.2173424,FALSE,-0.238168365,,420.3738861,FALSE,-0.618563868,,411.3748589,FALSE,-1.509217815,,418.0299644,FALSE,-0.850547061,,423.5920486,FALSE,-0.300055091,,434.6359329,FALSE,0.79298295,,783.3412094,FALSE,1.71404614,,776.3917236,FALSE,0.927605869,,780.0287704,FALSE,1.339193168,,757.319725,FALSE,-1.230681552,,767.2505035,FALSE,-0.106862556,,757.090271,FALSE,-1.256647775,,772.1263733,FALSE,0.444916446,,760.3012772,FALSE,-0.893273471,,764.6568451,FALSE,-0.400374553,,768.7536163,FALSE,0.063237574,,756.7861633,FALSE,-1.291062194,,774.2912292,FALSE,0.689902904,,457.1414261,FALSE,0.859026128,,453.290554,FALSE,0.537530312,,426.5162125,FALSE,-1.697765671,,450.4599037,FALSE,0.301209232,,570.8925247,FALSE,1.920409023,,522.5430298,FALSE,-0.941773764,,533.9257507,FALSE,-0.267941949,,528.6577301,FALSE,-0.579797077,,536.240799,FALSE,-0.130896232,
31,31,430.6439656,9.878783586,775.1005948,10.30746277,453.8353748,13.67478159,543.9323486,14.74891814,331.8561297,672.0259671,317.0875589,396.4431672,864.3456497,FALSE,8.658295144,,766.1033783,FALSE,-0.872883729,,762.57827,FALSE,-1.214879467,,416.1228333,FALSE,-1.469931212,,427.9404182,FALSE,-0.273672089,,448.8697166,FALSE,-0.363125228,,496.0641136,FALSE,3.088074095,,437.452095,FALSE,-1.19806519,,432.5058327,FALSE,-1.559772053,,455.8112144,FALSE,0.144487837,,426.9510345,FALSE,-1.965979501,,540.9045792,FALSE,-0.205287564,,424.4098511,FALSE,-0.631060946,,432.6469955,FALSE,0.20276079,,431.8568954,FALSE,0.122781297,,416.0160141,FALSE,-1.480744199,,446.6467857,FALSE,1.619918081,,430.35989,FALSE,-0.028756132,,436.9573097,FALSE,0.639081126,,450.901432,FALSE,2.050603323,,428.1550293,FALSE,-0.251947648,,420.7518387,FALSE,-1.001350704,,418.4492378,FALSE,-1.234436169,,421.7162323,FALSE,-0.903727995,,431.2119331,FALSE,0.057493673,,438.9360733,FALSE,0.839385502,,795.9936142,FALSE,2.026979851,,784.0054703,FALSE,0.863925064,,789.1343536,FALSE,1.361514381,,762.3056946,FALSE,-1.241323936,,773.7616425,FALSE,-0.129901258,,761.5906906,FALSE,-1.310691537,,778.7724533,FALSE,0.356233008,,769.3525009,FALSE,-0.557663321,,768.3181534,FALSE,-0.658012705,,772.2967911,FALSE,-0.27201687,,765.6434937,FALSE,-0.917500397,,780.03228,FALSE,0.478457719,,464.8464012,FALSE,0.805206746,,461.1874771,FALSE,0.537639467,,430.4393768,FALSE,-1.710886411,,458.8682442,FALSE,0.368040199,,572.6561203,FALSE,1.947517193,,531.1065826,FALSE,-0.869607239,,540.9045792,FALSE,-0.205287564,,535.7495575,FALSE,-0.554806194,,539.2449036,FALSE,-0.317816197,
32,32,616.1442806,6.898832539,954.3918978,10.15748052,635.0143414,12.02170916,743.9437424,16.73082757,547.1559552,852.8170926,514.7972498,576.6354667,1022.209396,FALSE,6.676606307,,946.0044785,FALSE,-0.82573817,,944.228775,FALSE,-1.000555481,,606.3758545,FALSE,-1.4159535,,614.1611252,FALSE,-0.287462462,,130.9389687,TRUE,-41.93042488,,669.6978989,FALSE,2.885077077,,630.4591293,FALSE,-0.378915507,,621.5942383,FALSE,-1.116322388,,630.7746887,FALSE,-0.352666379,,615.0759888,FALSE,-1.658528943,,743.0500641,FALSE,-0.053415067,,615.4894867,FALSE,-0.094913722,,621.9620895,FALSE,0.843303405,,617.3865128,FALSE,0.180064117,,603.3661041,FALSE,-1.852223021,,618.4758606,FALSE,0.337967332,,617.990799,FALSE,0.267656646,,629.3315353,FALSE,1.911519767,,618.6365204,FALSE,0.3612553,,618.946907,FALSE,0.406246486,,610.8797684,FALSE,-0.763101897,,605.6061249,FALSE,-1.527527394,,608.7067947,FALSE,-1.078078905,,614.514679,FALSE,-0.236214114,,624.7267456,FALSE,1.244046001,,958.0584793,FALSE,0.360973517,,966.8734665,FALSE,1.228805571,,973.1978836,FALSE,1.851441972,,936.0283127,FALSE,-1.807887804,,952.4212341,FALSE,-0.194011074,,947.2098694,FALSE,-0.707067903,,948.3170624,FALSE,-0.598065184,,943.3477249,FALSE,-1.087294521,,954.7767029,FALSE,0.037883907,,955.7686005,FALSE,0.135535837,,950.2824249,FALSE,-0.404576007,,966.4210129,FALSE,1.184261689,,633.1209869,FALSE,-0.157494612,,640.2033844,FALSE,0.431639377,,616.9022293,FALSE,-1.506617055,,649.8307648,FALSE,1.23247229,,772.8560257,FALSE,1.728084472,,722.4295044,FALSE,-1.285903993,,743.0500641,FALSE,-0.053415068,,734.4118958,FALSE,-0.569717581,,746.9712219,FALSE,0.18095217,
33,33,454.3383718,8.795899882,812.5049915,10.29420649,473.6790304,11.93667296,571.2330795,14.59748774,366.379373,709.5629267,354.3123009,425.2582022,878.3583298,FALSE,6.397126222,,803.4469757,FALSE,-0.879913943,,800.6715851,FALSE,-1.149520992,,441.1339836,FALSE,-1.501198102,,455.7623138,FALSE,0.16188702,,480.5516663,FALSE,0.575758075,,546.2405701,FALSE,6.078874735,,461.3631935,FALSE,-1.031764626,,455.9382858,FALSE,-1.486238641,,475.5505981,FALSE,0.156791405,,444.1025009,FALSE,-2.477786701,,570.9575424,FALSE,-0.018875652,,449.3701553,FALSE,-0.564833224,,455.487709,FALSE,0.130667384,,453.8275833,FALSE,-0.058071205,,443.0405426,FALSE,-1.28444268,,462.03368,FALSE,0.874874458,,459.3797226,FALSE,0.573147812,,463.8334274,FALSE,1.079486549,,474.827755,FALSE,2.329424326,,451.4076996,FALSE,-0.333186175,,450.2688713,FALSE,-0.462658803,,440.6194191,FALSE,-1.559698599,,444.1548309,FALSE,-1.157759982,,453.9711494,FALSE,-0.041749268,,458.5146599,FALSE,0.474799408,,825.7454147,FALSE,1.28620144,,823.7975235,FALSE,1.096979353,,832.2181396,FALSE,1.914975005,,798.307373,FALSE,-1.379185322,,807.9376144,FALSE,-0.443684231,,799.4698639,FALSE,-1.266258614,,813.3175964,FALSE,0.078938081,,805.8257675,FALSE,-0.648833305,,806.7845001,FALSE,-0.555700084,,810.5469666,FALSE,-0.190206499,,805.794136,FALSE,-0.65190605,,820.3150024,FALSE,0.758680227,,482.4680748,FALSE,0.736306039,,476.5671196,FALSE,0.241950935,,453.4153023,FALSE,-1.697602692,,482.265625,FALSE,0.719345718,,597.5693893,FALSE,1.804167285,,555.6939163,FALSE,-1.06450942,,570.9575424,FALSE,-0.018875653,,559.8510666,FALSE,-0.779724097,,572.093483,FALSE,0.058941885,
34,34,533.0029973,7.302195923,881.1823489,8.504111696,560.2577782,14.55215345,662.3344986,14.71508241,459.981038,796.1412319,414.7362437,515.1836744,939.7493362,FALSE,6.886902412,,868.6766434,FALSE,-1.470548126,,868.9182358,FALSE,-1.442139232,,521.2776718,FALSE,-1.605725945,,532.4070358,FALSE,-0.081614002,,646.7054825,FALSE,5.940543756,,587.9090576,FALSE,1.900150348,,550.0325699,FALSE,-0.70265946,,540.5346375,FALSE,-1.355341722,,557.5810394,FALSE,-0.183941074,,533.3239365,FALSE,-1.850849209,,658.9250259,FALSE,-0.231699189,,527.2814484,FALSE,-0.783538124,,534.6222992,FALSE,0.221755476,,536.7908249,FALSE,0.518724459,,522.1110306,FALSE,-1.49160154,,534.1932907,FALSE,0.163004863,,538.3496628,FALSE,0.73219968,,547.6877899,FALSE,2.011010497,,536.9745255,FALSE,0.543881352,,532.1704941,FALSE,-0.114007237,,529.4114456,FALSE,-0.491845423,,520.3581314,FALSE,-1.731652504,,524.7520065,FALSE,-1.129932806,,536.3279419,FALSE,0.455334898,,541.0110703,FALSE,1.09666641,,890.6673737,FALSE,1.115345742,,893.2533112,FALSE,1.419426591,,892.1721802,FALSE,1.292296207,,866.2842331,FALSE,-1.751872074,,881.5288391,FALSE,0.040743847,,868.864563,FALSE,-1.448450625,,879.973732,FALSE,-0.142121474,,872.7955017,FALSE,-0.986210845,,879.0323257,FALSE,-0.252821602,,881.1104736,FALSE,-0.008451824,,879.653717,FALSE,-0.179752089,,888.8519363,FALSE,0.901868147,,560.7090454,FALSE,0.031010341,,564.5224609,FALSE,0.293061971,,537.6816254,FALSE,-1.55139601,,578.117981,FALSE,1.227323698,,690.7935104,FALSE,1.934002885,,648.866127,FALSE,-0.915276667,,658.9250259,FALSE,-0.231699189,,654.0270081,FALSE,-0.564556168,,659.0608215,FALSE,-0.222470862,
35,35,420.9050914,8.502579932,789.9891389,9.973898743,447.0206242,11.13819994,545.3451981,15.64578082,335.8792921,690.2501515,335.6386248,388.8873899,850.5546112,FALSE,6.072396948,,781.5018539,FALSE,-0.850949583,,778.2130737,FALSE,-1.180688264,,408.3660698,FALSE,-1.474731403,,422.990963,FALSE,0.245322194,,454.2598839,FALSE,0.649948803,,489.6148109,FALSE,3.824153546,,439.8806,FALSE,-0.641039326,,426.0762215,FALSE,-1.880411809,,447.7655029,FALSE,0.066876046,,420.6334381,FALSE,-2.369070963,,541.8098221,FALSE,-0.225963536,,414.5233917,FALSE,-0.750560389,,421.2678642,FALSE,0.042666203,,419.4994926,FALSE,-0.165314386,,410.0927925,FALSE,-1.271649193,,428.9985962,FALSE,0.951888113,,423.3357811,FALSE,0.285876722,,431.2433128,FALSE,1.215892293,,439.8626518,FALSE,2.229624485,,420.5391464,FALSE,-0.043039289,,413.8702278,FALSE,-0.827379885,,407.5251503,FALSE,-1.573633089,,413.7171364,FALSE,-0.845385177,,421.4527283,FALSE,0.064408315,,426.7430077,FALSE,0.686605276,,805.6001587,FALSE,1.565187313,,802.0205994,FALSE,1.206294625,,802.9847336,FALSE,1.302960356,,774.4479828,FALSE,-1.558182666,,786.2427979,FALSE,-0.375614508,,776.0825119,FALSE,-1.394302005,,794.5420227,FALSE,0.456479848,,781.4651031,FALSE,-0.85463428,,786.0726318,FALSE,-0.392675641,,789.9173508,FALSE,-0.007197602,,783.9788513,FALSE,-0.602601626,,796.5149231,FALSE,0.654286187,,446.7745209,FALSE,-0.022095427,,455.0516968,FALSE,0.721038647,,428.9616928,FALSE,-1.621350977,,457.2945862,FALSE,0.922407757,,574.652977,FALSE,1.873206539,,531.1995773,FALSE,-0.904117276,,541.8098221,FALSE,-0.225963537,,533.0195923,FALSE,-0.787791029,,546.0440216,FALSE,0.044665303,
36,36,598.2810604,6.886333961,951.7729937,9.083874966,623.3867321,15.54874956,739.2692902,12.96906869,529.4177207,860.9342441,467.8992365,609.5786033,1024.895866,FALSE,8.049744514,,936.4200668,FALSE,-1.690129702,,947.136116,FALSE,-0.51045151,,592.6461639,FALSE,-0.818272312,,600.9468918,FALSE,0.387119104,,639.8797913,FALSE,1.060732189,,668.3015747,FALSE,2.888646603,,643.0284653,FALSE,1.263235548,,605.0129013,FALSE,-1.18169186,,620.9600143,FALSE,-0.15607157,,599.8937607,FALSE,-1.51092352,,731.9824753,FALSE,-0.561861077,,595.904129,FALSE,-0.345166433,,605.7291031,FALSE,1.081568622,,604.6541214,FALSE,0.925464998,,587.9754791,FALSE,-1.496526495,,598.0720901,FALSE,-0.030345639,,603.7250214,FALSE,0.790545599,,606.5317535,FALSE,1.198125626,,595.5913315,FALSE,-0.390589374,,594.5347595,FALSE,-0.544019627,,592.2719727,FALSE,-0.872610555,,590.9866333,FALSE,-1.059261299,,587.958046,FALSE,-1.499058055,,602.6924973,FALSE,0.640607459,,609.3079071,FALSE,1.601265174,,952.8597336,FALSE,0.119633952,,969.5196533,FALSE,1.953644195,,967.8807831,FALSE,1.773228872,,939.5775909,FALSE,-1.342533096,,951.9341583,FALSE,0.017741834,,944.0956879,FALSE,-0.845157588,,941.1832809,FALSE,-1.165770425,,948.9020996,FALSE,-0.316042892,,947.3444595,FALSE,-0.487515978,,954.845726,FALSE,0.338262284,,946.2092438,FALSE,-0.612486408,,956.9235077,FALSE,0.566995251,,615.1350403,FALSE,-0.530698098,,627.3465805,FALSE,0.25467311,,604.6272278,FALSE,-1.206496011,,646.4380798,FALSE,1.482520999,,762.589447,FALSE,1.798136583,,724.1768036,FALSE,-1.163729404,,731.9824753,FALSE,-0.561861075,,735.9854507,FALSE,-0.253205492,,741.6122742,FALSE,0.180659388,
